39.1	M
39.8	M
39.8	M
40.5	M
39.1	M
40.9	M
38.9	M
39.3	M
38.9	M
39.3	M
39.1	M
39.1	M
38.9	M
39.3	M
39.1	M
38.9	M
38.9	M
39.1	M
39.3	M
39.3	M
39.1	M
39.8	M
39.3	M
40.1	M
39.1	M
39.1	M
39.1	M
38.9	M
39.1	M
38.9	M
40.1	M
39.1	M
39.1	M
39.1	M
39.3	M
39.1	M
39.3	M
39.1	M
39.1	M
39.1	M
39.1	M
39.8	M
38.9	M
39.8	M
39.3	M
39.1	M
40.1	M
39.1	M
41	M
39.3	M
