38.9	L
39.1	L
39.1	L
40.5	L
39.3	L
39.1	L
39.1	L
38.9	L
39.3	L
39.1	L
40.1	L
39.1	L
39.1	L
38.9	L
39.8	L
39.1	L
39.8	L
39.8	L
39.1	L
39.1	L
38.9	L
39.3	L
39.1	L
39.1	L
39.1	L
40.1	L
39.1	L
39.1	L
38.9	L
39.1	L
39.1	L
39.8	L
39.3	L
38.9	L
40.1	L
39.1	L
39.3	L
39.1	L
39.7	L
39.3	L
39.1	L
38.9	L
39.9	L
39.3	L
39.1	L
39.1	L
39.1	L
39.1	L
39.1	L
39.8	L
